;artistNameInaja;trackNameInaja;msPlayed;date
835;Madonna;Love Don't Live Here Anymore - Remix;294266;2021-04-07
836;Pharrell Williams;"Happy - From ""Despicable Me 2""";98089;2021-04-07
837;Lisa Stansfield;All Around the World - Remastered;73016;2021-04-07
838;Etta James;Trust In Me;7879;2021-04-07
839;Beyoncé;Single Ladies (Put a Ring on It);193213;2021-04-07
840;Billie Eilish;bad guy;194073;2021-04-07
841;Simply Red;For Your Babies;257696;2021-04-07
842;Madonna;Love Don't Live Here Anymore - Remix;294266;2021-04-07
843;Pharrell Williams;"Happy - From ""Despicable Me 2""";232711;2021-04-07
844;Rihanna;S&M;243578;2021-04-07
845;Elton John;Nikita;343238;2021-04-07
846;Madonna;Fever;300885;2021-04-07
847;Lorde;Royals;190172;2021-04-07
848;No Doubt;It's My Life;121613;2021-04-07
849;No Doubt;It's My Life;226053;2021-04-07
850;Adele;Set Fire to the Rain;242973;2021-04-07
851;Madonna;Papa Don't Preach;345280;2021-04-07
852;Pet Shop Boys;Always on My Mind;234906;2021-04-07
853;Beyoncé;Single Ladies (Put a Ring on It);193213;2021-04-07
854;Rihanna;Where Have You Been;242680;2021-04-07
855;Madonna;Like a Virgin;218626;2021-04-07
856;Talk Talk;It's My Life - 1997 Remaster;232400;2021-04-07
857;Tina Turner;The Best;329800;2021-04-07
858;Rihanna;Only Girl (In The World);235493;2021-04-07
859;Madonna;Oh Father - Alternate;299760;2021-04-07
860;Britney Spears;Oops!...I Did It Again;211160;2021-04-07
861;Katy Perry;I Kissed A Girl;179640;2021-04-07
862;Seal;Crazy;13823;2021-04-07
863;Katy Perry;I Kissed A Girl;179640;2021-04-07
864;Seal;Crazy;356520;2021-04-07
865;Madonna;Borderline - Remix;317933;2021-04-07
866;Dua Lipa;We're Good;165506;2021-04-07
867;Katy Perry;Last Friday Night (T.G.I.F.);230733;2021-04-07
868;Britney Spears;Womanizer;224400;2021-04-07
869;Rihanna;S&M;243600;2021-04-07
870;Madonna;Take a Bow;321360;2021-04-07
871;Rihanna;SOS;238920;2021-04-07
872;Bryan Ferry;Slave To Love;266333;2021-04-07
873;Madonna;Like a Virgin;218626;2021-04-07
874;Lady Gaga;Poker Face;237200;2021-04-07
875;Madonna;Take a Bow;172660;2021-04-07
876;Donny Hathaway;Jealous Guy;7028;2021-04-07
877;Marvin Gaye;Let's Get It On;317459;2021-04-07
878;Marvin Gaye;Let's Get It On;290933;2021-04-07
879;Donny Hathaway;Jealous Guy;31766;2021-04-07
880;Marvin Gaye;Let's Get It On;290933;2021-04-07
881;Donny Hathaway;Jealous Guy;188146;2021-04-07
882;Marvin Gaye;Mercy Mercy Me (The Ecology);193573;2021-04-07
883;Earth, Wind & Fire;Fantasy - Single Version;143456;2021-04-07
884;Alicia Keys;If I Ain't Got You;228706;2021-04-07
885;Ne-Yo;Miss Independent;232000;2021-04-07
886;Ms. Lauryn Hill;Doo Wop (That Thing) - Edit;240933;2021-04-07
887;Rihanna;Take A Bow;229413;2021-04-07
888;Chris Brown;With You;252120;2021-04-07
889;Fugees;Killing Me Softly With His Song - Live from MCM;273573;2021-04-07
890;Alicia Keys;Empire State of Mind (Part II) Broken Down;216480;2021-04-07
891;Ne-Yo;Mad;254533;2021-04-07
892;Mario;Let Me Love You;249120;2021-04-07
893;Fugees;Ready or Not;226986;2021-04-07
894;Beyoncé;Crazy In Love (feat. Jay-Z);235933;2021-04-07
895;Rihanna;Pon de Replay;246960;2021-04-07
896;Alicia Keys;No One;253813;2021-04-07
897;Usher;My Boo;223440;2021-04-07
898;Beyoncé;Best Thing I Never Had;253746;2021-04-07
899;Destiny's Child;Lose My Breath;242013;2021-04-07
900;Rihanna;Unfaithful;226973;2021-04-07
901;Mary J. Blige;Be Without You - Kendu Mix;246333;2021-04-07
902;Leona Lewis;Better in Time;234173;2021-04-07
903;Destiny's Child;Independent Women, Pt. 1 - Pasadena Remix;221293;2021-04-07
904;Rihanna;Hate That I Love You;218946;2021-04-07
905;Mary J. Blige;One;260466;2021-04-07
906;Ne-Yo;So Sick;207186;2021-04-07
907;The Pussycat Dolls;Buttons;225560;2021-04-07
908;Jennifer Lopez;Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix;187840;2021-04-07
909;Destiny's Child;Emotion;236400;2021-04-07
910;Beyoncé;If I Were a Boy;249146;2021-04-07
911;Fergie;Glamorous;246600;2021-04-07
912;Alicia Keys;Doesn't Mean Anything;272613;2021-04-07
913;Destiny's Child;Say My Name;271333;2021-04-07
914;Beyoncé;Irreplaceable;158400;2021-04-07
915;Fugees;Vocab - Refugees Hip Hop Remix;240186;2021-04-08
916;Racionais MC's;Diário de um Detento;451000;2021-04-08
917;Sabotage;O Gatilho;106664;2021-04-08
918;Red Hot Chili Peppers;Around the World;239213;2021-04-08
919;Red Hot Chili Peppers;Parallel Universe;269373;2021-04-08
920;Red Hot Chili Peppers;Scar Tissue;215906;2021-04-08
921;Red Hot Chili Peppers;Otherside;255373;2021-04-08
922;Red Hot Chili Peppers;Get on Top;198066;2021-04-08
923;Red Hot Chili Peppers;Californication;329733;2021-04-08
924;Red Hot Chili Peppers;Easily;231333;2021-04-08
925;Red Hot Chili Peppers;Porcelain;163706;2021-04-08
926;Red Hot Chili Peppers;Emit Remmus;240200;2021-04-08
927;Red Hot Chili Peppers;I Like Dirt;157626;2021-04-08
928;Red Hot Chili Peppers;This Velvet Glove;8526;2021-04-08
929;Big Brother & The Holding Company;Call On Me;152733;2021-04-08
930;Janis Joplin;Kozmic Blues;261876;2021-04-08
931;Led Zeppelin;Since I've Been Loving You - Remaster;444148;2021-04-08
932;Ali Farka Touré;Ai Du (with Ry Cooder);429973;2021-04-08
933;Big Brother & The Holding Company;I Need a Man to Love;223386;2021-04-08
934;Big Brother & The Holding Company;I Need a Man to Love;12750;2021-04-08
935;Janis Joplin;To Love Somebody;313066;2021-04-08
936;KALEO;Way down We Go;213706;2021-04-08
937;Babe Ruth;King Kong - 2007 Remaster;203456;2021-04-08
938;Ben Howard;Promise;384080;2021-04-08
939;Jetlag;Walk With Me - Martin Roth Remix;485422;2021-04-08
940;Foo Fighters;My Hero - Live at the Pantages Theatre, Los Angeles, CA - August 2006;291080;2021-04-08
941;Jason Mraz;Lucky;191360;2021-04-08
942;Jason Mraz;Live High;254533;2021-04-08
943;Wiz Khalifa;See You Again (feat. Charlie Puth);229525;2021-04-08
944;Steffen Linck;Sticks & Stones - Pretty Pink Remix;420495;2021-04-08
945;Damien Jurado;Ohio - filous Remix;59452;2021-04-08
946;Damien Jurado;Ohio - filous Remix;192269;2021-04-08
947;Lukas Graham;7 Years;237300;2021-04-08
948;ZAYN;PILLOWTALK;202746;2021-04-08
949;Ed Sheeran;Photograph;185392;2021-04-08
950;Ed Sheeran;Photograph;44335;2021-04-08
951;Matt Simons;Catch & Release - Deepend Remix;195173;2021-04-08
952;Stone Sour;Through Glass;282946;2021-04-08
953;Red Hot Chili Peppers;Californication;329733;2021-04-08
954;Red Hot Chili Peppers;Under the Bridge;264306;2021-04-08
955;Ages and Ages;Divisionary (Do the Right Thing);249557;2021-04-08
956;Coldplay;The Scientist;309600;2021-04-08
957;Ed Sheeran;Thinking out Loud;281560;2021-04-08
958;Jason Mraz;I Won't Give Up;240165;2021-04-08
959;Sam Smith;I'm Not The Only One;239316;2021-04-08
960;Sam Smith;Stay With Me;172723;2021-04-08
961;Eagle-Eye Cherry;Worried Eyes;271000;2021-04-08
962;Yoav;Beautiful Lie;310253;2021-04-08
963;James Morrison;Broken Strings;250453;2021-04-08
964;The Cranberries;Linger;274706;2021-04-08
965;Jasmine Thompson;Sweet Child O' Mine;221356;2021-04-08
966;Kell Smith;Era uma Vez;224000;2021-04-08
967;Red Hot Chili Peppers;Road Trippin';366428;2021-04-08
968;Quinn XCII;Full Circle;219459;2021-04-08
969;Pearl Jam;Just Breathe;215853;2021-04-08
970;Maria Gadú;Shimbalaiê;196906;2021-04-08
971;Steffen Linck;Steffen Linck - Silence Is Golden - Original Radio Mix;239915;2021-04-08
972;Paul Kalkbrenner;Sky and Sand;58690;2021-04-08
973;Yoav;Beautiful Lie;310253;2021-04-08
974;James Morrison;Broken Strings;250405;2021-04-08
975;The Cranberries;Linger;274693;2021-04-08
976;Jasmine Thompson;Sweet Child O' Mine;221356;2021-04-08
977;Kell Smith;Era uma Vez;223981;2021-04-08
978;Amy Winehouse;Valerie - Live At BBC Radio 1 Live Lounge, London / 2007;233733;2021-04-08
979;The Cranberries;Zombie;306411;2021-04-08
980;Bob Marley & The Wailers;Three Little Birds;87676;2021-04-08
981;Tracy Chapman;Fast Car;296800;2021-04-08
982;Mario Winans;I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster;257333;2021-04-08
983;R.E.M.;Losing My Religion;268426;2021-04-09
984;Jack Johnson;Banana Pancakes;191906;2021-04-09
985;Jack Johnson;Better Together;207680;2021-04-09
986;Ed Sheeran;Baby One More Time - Recorded at Spotify Studios New York City;177214;2021-04-09
987;Amy Winehouse;Valerie - Live At BBC Radio 1 Live Lounge, London / 2007;233733;2021-04-09
988;The Cranberries;Zombie;306426;2021-04-09
989;Bob Marley & The Wailers;Three Little Birds;180266;2021-04-09
990;Aloe Blacc;The Man;255906;2021-04-09
991;Cássia Eller;Relicário - Ao Vivo;246492;2021-04-09
992;Alan Walker;Faded;212626;2021-04-09
993;Post Malone;Congratulations;220293;2021-04-09
994;Zeca Baleiro;Telegrama;266080;2021-04-09
995;Skank;Resposta;243933;2021-04-09
996;Nando Reis;Pra Você Guardei O Amor;343813;2021-04-09
997;Green Day;Good Riddance (Time of Your Life);153466;2021-04-09
998;The Wallflowers;One Headlight;312626;2021-04-09
999;X Ambassadors;Renegades;195200;2021-04-09
1000;DJ Khaled;I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne);288600;2021-04-09
1001;Maroon 5;Sunday Morning;244880;2021-04-09
1002;Coldplay;Magic;285014;2021-04-09
1003;Andra Day;Rise Up;253342;2021-04-09
1004;4 Non Blondes;What's Up?;295533;2021-04-09
1005;The Verve;Lucky Man;293586;2021-04-09
1006;Mapei;Don't Wait - Acoustic;243346;2021-04-09
1007;Natalie Imbruglia;Torn;244813;2021-04-09
1008;Blackstreet;No Diggity (Re-Recorded / Remastered);272510;2021-04-09
1009;Dido;Thank You;218360;2021-04-09
1010;Juice Music;Don’t Worry, Be Happy;205733;2021-04-09
1011;Aerosmith;Dream On;266960;2021-04-09
1012;Guilherme Arantes;O melhor vai começar;213903;2021-04-09
1013;Guilherme Arantes;Lance legal;243573;2021-04-09
1014;Guilherme Arantes;Êxtase;306458;2021-04-09
1015;Guilherme Arantes;A noite;150006;2021-04-09
1016;Guilherme Arantes;Só o prazer;51104;2021-04-09
1017;Guilherme Arantes;Sol do meio dia;5267;2021-04-09
1018;Guilherme Arantes;De igual pra igual;24750;2021-04-09
1019;Guilherme Arantes;Biônica;4753;2021-04-09
1020;Guilherme Arantes;Todo mês de maio na maior;75678;2021-04-09
1021;Guilherme Arantes;Mas ela não quer, mas ela não pode;214739;2021-04-09
1022;Guilherme Arantes;Brasília;171274;2021-04-09
1023;Guilherme Arantes;O amor nascer;67771;2021-04-09
1024;Guilherme Arantes;Êxtase;306458;2021-04-09
1025;Guilherme Arantes;A noite;278826;2021-04-09
1026;Guilherme Arantes;Só o prazer;123044;2021-04-09
1027;Pink Floyd;Lost for Words;198402;2021-04-09
1028;Alicia Keys;No One;253813;2021-04-09
1029;Rihanna;Pon de Replay;246960;2021-04-09
1030;Beyoncé;Broken-Hearted Girl;277626;2021-04-09
1031;Nelly;Dilemma;289160;2021-04-09
1032;Destiny's Child;Cater 2 U;225140;2021-04-09
1033;Nelly;Dilemma;289160;2021-04-09
1034;Destiny's Child;Cater 2 U;49210;2021-04-09
1035;Ms. Lauryn Hill;Doo Wop (That Thing) - Edit;240933;2021-04-09
1036;Alicia Keys;Empire State of Mind (Part II) Broken Down;216480;2021-04-09
1037;Leona Lewis;Better in Time;234173;2021-04-09
1038;Destiny's Child;Brown Eyes;276093;2021-04-09
1039;John Legend;Ordinary People;281466;2021-04-09
1040;Jordin Sparks;Battlefield;241920;2021-04-09
1041;Janet Jackson;Got 'Til It's Gone;241760;2021-04-09
1042;Destiny's Child;Say My Name;271333;2021-04-09
1043;Ne-Yo;Miss Independent;232000;2021-04-09
1044;Beyoncé;Naughty Girl;208600;2021-04-09
1045;Nelly;Hot In Herre;228240;2021-04-09
1046;Chris Brown;With You;252120;2021-04-09
1047;Usher;My Boo;223440;2021-04-09
1048;Beyoncé;Crazy In Love (feat. Jay-Z);235933;2021-04-09
1049;Rihanna;Rehab;294720;2021-04-09
1050;Fugees;Killing Me Softly With His Song;298773;2021-04-09
1051;The Pussycat Dolls;Stickwitu;207506;2021-04-09
1052;Alicia Keys;If I Ain't Got You;228706;2021-04-09
1053;Mariah Carey;We Belong Together;201400;2021-04-09
1054;Mary J. Blige;Be Without You - Kendu Mix;246333;2021-04-09
1055;Ne-Yo;So Sick;207186;2021-04-09
1056;Jordin Sparks;No Air (feat. Chris Brown);264373;2021-04-09
1057;Mariah Carey;Touch My Body;204733;2021-04-09
1058;Ciara;One, Two Step (feat. Missy Elliott);203786;2021-04-09
1059;Rihanna;Take A Bow;229413;2021-04-09
1060;Fugees;Ready or Not;226986;2021-04-09
1061;Destiny's Child;Cater 2 U;338;2021-04-09
1062;Destiny's Child;Cater 2 U;1937;2021-04-09
1063;Destiny's Child;Cater 2 U;64;2021-04-09
1064;Rihanna;Pon de Replay;0;2021-04-09
1065;Nelly;Dilemma;18100;2021-04-09
1066;Beyoncé;Broken-Hearted Girl;4547;2021-04-09
1067;Rihanna;Pon de Replay;246960;2021-04-09
1068;Beyoncé;Broken-Hearted Girl;277619;2021-04-09
1069;Nelly;Dilemma;289160;2021-04-09
1070;Destiny's Child;Cater 2 U;245389;2021-04-09
1071;Ms. Lauryn Hill;Doo Wop (That Thing) - Edit;346;2021-04-09
1072;Alicia Keys;Empire State of Mind (Part II) Broken Down;216480;2021-04-09
1073;Leona Lewis;Better in Time;234173;2021-04-09
1074;Destiny's Child;Brown Eyes;275945;2021-04-09
1075;John Legend;Ordinary People;281466;2021-04-09
1076;Jordin Sparks;Battlefield;241348;2021-04-09
1077;Janet Jackson;Got 'Til It's Gone;241760;2021-04-09
1078;Whitney Houston;It's Not Right But It's Okay;140346;2021-04-09
1079;Destiny's Child;Say My Name;271333;2021-04-09
1080;Ne-Yo;Miss Independent;232000;2021-04-09
1081;Beyoncé;Naughty Girl;136707;2021-04-09
1082;Beyoncé;Naughty Girl;42289;2021-04-09
1083;Nelly;Hot In Herre;228240;2021-04-09
1084;Chris Brown;With You;252120;2021-04-09
1085;Usher;My Boo;223440;2021-04-09
1086;Beyoncé;Crazy In Love (feat. Jay-Z);235933;2021-04-09
1087;Rihanna;Rehab;294720;2021-04-09
1088;Fugees;Killing Me Softly With His Song;298773;2021-04-09
1089;The Pussycat Dolls;Stickwitu;207506;2021-04-09
1090;Alicia Keys;If I Ain't Got You;228706;2021-04-09
1091;Mariah Carey;We Belong Together;201400;2021-04-09
1092;Mary J. Blige;Be Without You - Kendu Mix;246333;2021-04-09
1093;Ne-Yo;So Sick;207186;2021-04-09
1094;Jordin Sparks;No Air (feat. Chris Brown);264373;2021-04-09
1095;Mariah Carey;Touch My Body;204733;2021-04-09
1096;Ciara;One, Two Step (feat. Missy Elliott);203786;2021-04-09
1097;Di Propósito;Mete a Louca - Ao Vivo;14144;2021-04-10
1098;Mumuzinho;Playlist;11426;2021-04-10
1099;Rihanna;Take A Bow;24037;2021-04-10
1100;Elida Almeida;Sou Free - Mo Laudi Remix;48254;2021-04-10
1101;Hungria Hip Hop;Um Brinde pra Nós;10602;2021-04-10
1102;Rael;Envolvidão;7202;2021-04-10
1103;Emicida;É Tudo Pra Ontem;6382;2021-04-10
1104;Elida Almeida;Sou Free - Mo Laudi Remix;47241;2021-04-10
1105;Hungria Hip Hop;Um Brinde pra Nós;11804;2021-04-10
1106;Hungria Hip Hop;Um Brinde pra Nós;177216;2021-04-10
1107;Emicida;É Tudo Pra Ontem;310400;2021-04-10
1108;Fran;Árvore;37279;2021-04-10
1109;Di Propósito;Manda Áudio - Acústico;2750;2021-04-10
1110;Di Propósito;Mete a Louca - Ao Vivo;158779;2021-04-10
1111;Mumuzinho;Playlist;173826;2021-04-10
1112;Rael;Envolvidão;205720;2021-04-10
1113;Fran;Ninguém;190590;2021-04-10
1114;Khalil;Botas Imundas;220994;2021-04-10
1115;Mariana Aydar;Aqui Em Casa;256489;2021-04-10
1116;Renato Russo;Cherish;274925;2021-04-10
1117;Khalil;Ele Não;75093;2021-04-10
1118;Lenine;Paciência (Alok Remix);217990;2021-04-10
1119;Djonga;O Mundo é Nosso;178145;2021-04-10
1120;Planet Hemp;Mantenha o Respeito;18444;2021-04-10
1121;Djonga;O Mundo é Nosso;2483;2021-04-10
1122;Planet Hemp;Mantenha o Respeito;177805;2021-04-10
1123;Carne Doce;Amor Distrai (Durin);219132;2021-04-10
1124;Caio Nunez;Só Que Não;187711;2021-04-10
1125;Juçara Marçal e Kiko Dinucci;São Jorge;185280;2021-04-10
1126;Pato Fu;Canção Pra Você Viver Mais;17659;2021-04-10
1127;Fran;Procissão;1154;2021-04-10
1128;Pato Fu;Canção Pra Você Viver Mais;323780;2021-04-10
1129;Fran;Procissão;229856;2021-04-10
1130;São Yantó;Leite;184120;2021-04-10
1131;Tiê;A noite - Remix;288161;2021-04-11
1132;Emílio Santiago;Flor De Lis - Ao Vivo;169878;2021-04-11
1133;Vitto Meirelles;Nada é Melhor Do Que Você;275574;2021-04-11
1134;Jupiter Apple;Over The Universe;145138;2021-04-11
1135;Rihanna;Diamonds;225142;2021-04-11
1136;Rihanna;Bitch Better Have My Money;219290;2021-04-11
1137;Rihanna;Where Have You Been;242680;2021-04-11
1138;Rihanna;Rude Boy;222912;2021-04-11
1139;Rihanna;We Found Love;215226;2021-04-11
1140;Rihanna;S&M;243532;2021-04-11
1141;Rihanna;Umbrella;275986;2021-04-11
1142;Rihanna;Needed Me;191600;2021-04-11
1143;Calvin Harris;This Is What You Came For (feat. Rihanna);222160;2021-04-11
1144;Rihanna;Take A Bow;229413;2021-04-11
1145;Rihanna;Pon de Replay;246960;2021-04-11
1146;Rihanna;California King Bed;251612;2021-04-11
1147;DJ Khaled;Wild Thoughts (feat. Rihanna & Bryson Tiller);204173;2021-04-11
1148;Rihanna;What's My Name?;263173;2021-04-11
1149;Rihanna;Work;219320;2021-04-11
1150;Rihanna;Stay;240699;2021-04-11
1151;Rihanna;Only Girl (In The World);235493;2021-04-11
1152;Rihanna;FourFiveSeconds;188222;2021-04-11
1153;Rihanna;Unfaithful;226953;2021-04-11
1154;Rihanna;Disturbia;238609;2021-04-11
1155;Rihanna;Kiss It Better;26163;2021-04-11
1156;Rihanna;Hate That I Love You;2823;2021-04-11
1157;Mike WiLL Made-It;Nothing Is Promised (with Rihanna);1388;2021-04-11
1158;Rihanna;We Ride;1466;2021-04-11
1159;Rihanna;What Now;243093;2021-04-11
1160;Rihanna;SOS;238920;2021-04-11
1161;Rihanna;Don't Stop The Music;267077;2021-04-11
1162;Rihanna;Desperado;186457;2021-04-11
1163;Rihanna;Russian Roulette;164790;2021-04-11
1164;Rihanna;Rehab;294709;2021-04-11
1165;Rihanna;American Oxygen;320158;2021-04-11
1166;Rihanna;Right Now;181626;2021-04-11
1167;Rihanna;"Sledgehammer - From The Motion Picture ""Star Trek Beyond""";211395;2021-04-11
1168;PARTYNEXTDOOR;BELIEVE IT;183206;2021-04-11
1169;Coldplay;Princess of China - Radio Edit;217572;2021-04-11
1170;Rihanna;You Da One;200013;2021-04-11
1171;Rihanna;Shut Up And Drive;212278;2021-04-11
1172;Rihanna;Diamonds;225142;2021-04-11
1173;Rihanna;Bitch Better Have My Money;0;2021-04-11
1174;Queen;Somebody To Love;295684;2021-04-11
1175;Elton John;Are You Ready For Love? - Remastered;212440;2021-04-11
1176;The Beatles;Blackbird - Remastered 2009;125457;2021-04-11
1177;Bee Gees;"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack";256489;2021-04-11
1178;Carole King;(You Make Me Feel Like) A Natural Woman;229066;2021-04-11
1179;Joni Mitchell;Big Yellow Taxi;134800;2021-04-11
1180;The Beatles;Drive My Car - Remastered 2009;35430;2021-04-11
1181;Huey Lewis;Cruisin' - Single Edit;113047;2021-04-12
1182;Huey Lewis;Cruisin' - Single Edit;23577;2021-04-12
1183;Huey Lewis;Cruisin' - Single Edit;0;2021-04-12
1184;Huey Lewis;Cruisin' - Single Edit;214306;2021-04-12
1185;Barry White;You're The First, The Last, My Everything;276458;2021-04-12
1186;Swing Out Sister;Am I The Same Girl?;247990;2021-04-12
1187;Fernanda Abreu;Kátia Flávia, a Godiva do Irajá;274826;2021-04-12
1188;Carole King;It's Too Late;233173;2021-04-12
1189;Ella Fitzgerald;Night And Day;186039;2021-04-12
1190;Lorrie Morgan;Don't Worry Baby (Live In Studio);1424;2021-04-12
1191;Lorrie Morgan;Don't Worry Baby (Live In Studio);202612;2021-04-12
1192;Presuntos Implicados;Fallen (feat. Randy Crawford);221053;2021-04-12
1193;The Supremes;Baby Love;65105;2021-04-12
1194;The Supremes;Baby Love;26945;2021-04-12
1195;The Supremes;Baby Love;2766;2021-04-12
1196;The Supremes;Baby Love;32069;2021-04-13
1197;Bee Gees;"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack";241070;2021-04-13
1198;Titãs;Go Back - Ao vivo;220493;2021-04-13
1199;Vinícius de Moraes;A Tonga da Mironga Do Kabuletê;244553;2021-04-13
1200;The Wonders;That Thing You Do!;166767;2021-04-13
1201;Miriam Makeba;Chove-Chuva;153013;2021-04-13
1202;Diana Ross;Missing You;260200;2021-04-13
1203;Blitz;A Dois Passos Do Paraíso;207679;2021-04-13
1204;Billy Joel;Just the Way You Are;290573;2021-04-13
1205;Alicia Bridges;I Love The Nightlife;337373;2021-04-13
1206;Eurythmics;There Must Be an Angel (Playing With My Heart);345;2021-04-13
1207;Eurythmics;There Must Be an Angel (Playing With My Heart);71673;2021-04-13
1208;Alicia Bridges;I Love The Nightlife;5500;2021-04-13
1209;Seal;Stand by Me;4150;2021-04-13
1210;Eurythmics;There Must Be an Angel (Playing With My Heart);223299;2021-04-13
1211;Eurythmics;There Must Be an Angel (Playing With My Heart);57058;2021-04-13
1212;Seal;Stand by Me;242813;2021-04-13
1213;Matt Bianco;More Than I Can Bear;258200;2021-04-13
1214;Gloria Gaynor;Be Soft with Me Tonight;209933;2021-04-13
1215;Hot Chocolate;You Sexy Thing;244920;2021-04-13
1216;Stan Getz;The Girl From Ipanema;321826;2021-04-13
1217;John Ben Wallforce;"I Say a Little Prayer for You (From ""My Best Friend's Wedding"")";218666;2021-04-13
1218;Chicago;Happy Man;195745;2021-04-13
1219;KC & The Sunshine Band;Please Don't Go;230436;2021-04-13
1220;Huey Lewis;Cruisin' - Single Edit;214306;2021-04-13
1221;Barry White;You're The First, The Last, My Everything;276458;2021-04-13
1222;Swing Out Sister;Am I The Same Girl?;247990;2021-04-13
1223;Fernanda Abreu;Kátia Flávia, a Godiva do Irajá;274826;2021-04-13
1224;Carole King;It's Too Late;233173;2021-04-13
1225;Ella Fitzgerald;Night And Day;186039;2021-04-13
1226;Lorrie Morgan;Don't Worry Baby (Live In Studio);137573;2021-04-13
1227;Os Mutantes;She's My Shoo Shoo (A Minha Menina);79358;2021-04-13
1228;Os Mutantes;She's My Shoo Shoo (A Minha Menina);93967;2021-04-13
1229;Os Mutantes;Baby;217560;2021-04-13
1230;Céu;Concrete Jungle;212040;2021-04-13
1231;Arnaldo Antunes;A Casa é Sua;260715;2021-04-13
1232;Seu Jorge;Starman;195792;2021-04-13
1233;Tulipa Ruiz;Dois Cafés;203266;2021-04-13
1234;Os Mutantes;A Minha Menina;99314;2021-04-13
1235;Os Mutantes;A Minha Menina;185672;2021-04-13
1236;Nação Zumbi;A Melhor Hora da Praia;29383;2021-04-13
1237;Os Mutantes;She's My Shoo Shoo (A Minha Menina);173129;2021-04-13
1238;Arnaldo Antunes;A Casa é Sua;192443;2021-04-13
1239;Ivete Sangalo;Na Base Do Beijo / Manda Ver / Pra Abalar - Ao Vivo / Medley;15837;2021-04-13
1240;Ivete Sangalo;Na Base Do Beijo / Manda Ver / Pra Abalar - Ao Vivo / Medley;76614;2021-04-13
1241;Ivete Sangalo;Na Base Do Beijo - Ao Vivo;200095;2021-04-13
1242;Os Mutantes;Baby;68114;2021-04-13
1243;Os Mutantes;Panis Et Circenses - Alternative Version;132958;2021-04-13
1244;Os Mutantes;Bat Macumba;118424;2021-04-13
1245;Os Mutantes;Virgínia;159457;2021-04-13
1246;Os Mutantes;She's My Shoo Shoo (A Minha Menina);173129;2021-04-13
1247;Os Mutantes;I Feel A Little Spaced Out (Ando Meio Desligado);171306;2021-04-13
1248;Os Mutantes;Baby;217560;2021-04-13
1249;Os Mutantes;Tecnicolor;164849;2021-04-13
1250;Os Mutantes;El Justiceiro;233866;2021-04-13
1251;Os Mutantes;I'm Sorry Babe (Desculpe Babe);163191;2021-04-13
1252;Os Mutantes;Adeus Maria Fulô;158106;2021-04-13
1253;Os Mutantes;Le premier bonheur du jour;166860;2021-04-13
1254;Os Mutantes;Saravah;94363;2021-04-13
1255;Os Mutantes;El Justiceiro;233866;2021-04-13
1256;Os Mutantes;I'm Sorry Babe (Desculpe Babe);20306;2021-04-13
1257;Os Mutantes;I Feel A Little Spaced Out (Ando Meio Desligado);13767;2021-04-13
1258;LUDMILLA;Verdinha;0;2021-04-13
1259;LUDMILLA;Verdinha;0;2021-04-13
1260;LUDMILLA;Verdinha;160395;2021-04-13
1261;MC Du Black;Gaiola É o Troco;187245;2021-04-13
1262;Anitta;Combatchy (feat. MC Rebecca);157600;2021-04-13
1263;LUDMILLA;Invocada (Participação especial de Léo Santana) - Ao vivo;157479;2021-04-13
1264;POCAH;Não sou obrigada;148330;2021-04-13
1265;MC Ysa;Baile da Colômbia (Brega Funk) - Remix;123995;2021-04-13
1266;Anitta;Onda diferente (feat. Papatinho);160900;2021-04-13
1267;Pk;Do jeito que tu gosta;143245;2021-04-13
1268;LUDMILLA;Favela chegou - Ao vivo;177536;2021-04-13
1269;Silva;Um Pôr do Sol Na Praia;188408;2021-04-13
1270;Katy Perry;Roar;223546;2021-04-13
1271;Ms. Lauryn Hill;Doo Wop (That Thing);320251;2021-04-13
1272;Cher;Take Me Home;403000;2021-04-13
1273;Alicia Keys;Empire State of Mind (Part II) Broken Down;407883;2021-04-13
1274;Donna Summer;Bad Girls;295106;2021-04-13
1275;Cher;Believe;239026;2021-04-13
1276;Lady Gaga;Shallow;23858;2021-04-13
1277;Lady Gaga;Shallow;253146;2021-04-13
1278;Dolly Parton;Baby I'm Burnin';156960;2021-04-13
1279;P!nk;Trouble;193600;2021-04-13
1280;Miley Cyrus;Wrecking Ball;221360;2021-04-13
1281;JAY-Z;Empire State Of Mind;188088;2021-04-13
1282;JAY-Z;Empire State Of Mind;88832;2021-04-14
1283;Beastie Boys;An Open Letter To NYC;258626;2021-04-14
1284;Miley Cyrus;The Climb;234520;2021-04-14
1285;Erasure;A Little Respect - 2009 - Remaster;213986;2021-04-14
1286;Marvin Gaye;Mercy Mercy Me (The Ecology);193573;2021-04-14
1287;Bill Withers;Ain't No Sunshine;125093;2021-04-14
1288;Al Green;Let's Stay Together;199396;2021-04-14
1289;Spice Girls;Wannabe;173026;2021-04-14
1290;Ariana Grande;Greedy;214906;2021-04-14
1291;Jessie J;Bang Bang;199386;2021-04-14
1292;Gal Costa;Sua Estupidez;206533;2021-04-14
