;artistNameInaja;trackNameInaja;msPlayed;date
1293;Jon Secada;Just Another Day (Without You);387866;2021-04-14
1294;Molejo;Cilada;223160;2021-04-14
1295;Ms. Lauryn Hill;I Used to Love Him (feat. Mary J. Blige);339866;2021-04-14
1296;Billie Eilish;idontwannabeyouanymore;203569;2021-04-14
1297;P!nk;There You Go;202800;2021-04-14
1298;Rihanna;Umbrella;275986;2021-04-14
1299;P!nk;So What;1360;2021-04-14
1300;P!nk;So What;2390;2021-04-14
1301;P!nk;Dear Mr. President (feat. Indigo Girls);0;2021-04-14
1302;P!nk;Dear Mr. President (feat. Indigo Girls);4080;2021-04-14
1303;P!nk;M!ssundaztood;1970;2021-04-14
1304;P!nk;Misery (with Steven Tyler);4060;2021-04-14
1305;P!nk;Is It Love;1010;2021-04-14
1306;Rihanna;Don't Stop The Music;72619;2021-04-14
1307;P!nk;Sober;1490;2021-04-14
1308;P!nk;Trouble;1140;2021-04-14
1309;Rihanna;Good Girl Gone Bad;9550;2021-04-14
1310;P!nk;Walk Away;219266;2021-04-14
1311;P!nk;Fingers;221640;2021-04-14
1312;P!nk;Respect (feat. Scratch);202306;2021-04-14
1313;Michael Jackson;The Girl Is Mine 2008 with will.i.am (with will.i.am) - Thriller 25th Anniversary Remix;190253;2021-04-14
1314;Michael Jackson;Off the Wall;246000;2021-04-14
1315;Michael Jackson;Don't Stop 'Til You Get Enough;365466;2021-04-14
1316;Michael Jackson;Rock with You - Single Version;220626;2021-04-14
1317;Maria Rita;Novo amor;175693;2021-04-14
1318;Maria Rita;Samba meu;129933;2021-04-14
1319;Maria Rita;Casa de Noca;190653;2021-04-14
1320;Maria Rita;Corpitcho;185920;2021-04-14
1321;Maria Rita;Num corpo só;238000;2021-04-14
1322;Spotify;Hoje é quarta-feira - Caminho Diário;6005;2021-04-14
1323;Madonna;Live to Tell;265600;2021-04-14
1324;Resumão Diário;Quarta-feira, 14 de abril;270110;2021-04-14
1325;Resumão Diário;Quarta-feira, 14 de abril;30746;2021-04-14
1326;Caetano Veloso;Não Enche;208933;2021-04-14
1327;Etta James;At Last;179677;2021-04-14
1328;Khalil;Luz;173454;2021-04-14
1329;Kim Carnes;Bette Davis Eyes;228000;2021-04-14
1330;123 Segundos;Apelo ao Ministério + STF julga CPI;123689;2021-04-14
1331;Jorge Ben Jor;Os Alquimistas Estão Chegando Os Alquimistas;195266;2021-04-14
1332;Billy Idol;Eyes Without A Face - Remastered;251585;2021-04-14
1333;Billy Idol;Eyes Without A Face - Remastered;45828;2021-04-14
1334;Khalil;De Cara Pro Vento;188547;2021-04-14
1335;The Beatles;Come Together - Remastered 2009;259925;2021-04-14
1336;exame;EXAME Flash 14/04 | Coinbase estreia na bolsa, STF julga caso Lula e pacote bilionário de inovação nos EUA;222693;2021-04-14
1337;Novos Baianos;A Menina Dança;232200;2021-04-14
1338;Johnny Hooker;Flutua;312727;2021-04-14
1339;The Cure;Boys Don't Cry;154646;2021-04-14
1340;George Michael;Freedom! '90 - Remastered;390861;2021-04-14
1341;Repórter CBN no Spotify;RCBN 14h30;142296;2021-04-14
1342;Cher;Take Me Home;403000;2021-04-14
1343;Marvin Gaye;Mercy Mercy Me (The Ecology);132427;2021-04-14
1344;Marvin Gaye;Mercy Mercy Me (The Ecology);193562;2021-04-15
1345;Seu Jorge;Amiga Da Minha Mulher;248080;2021-04-15
1346;Maria Rita;Samba meu;129933;2021-04-15
1347;RW esporte – tudo sobre o mundo esportivo;Libertadores: Grêmio perde novamente e está eliminado;116950;2021-04-15
1348;Lenny Kravitz;Fly Away;221332;2021-04-15
1349;Faith No More;Midlife Crisis;259866;2021-04-15
1350;Khalil;Força;211301;2021-04-15
1351;Katy Perry;Firework;5138;2021-04-15
1352;Katy Perry;Firework;222745;2021-04-15
1353;Khalil;Lapidar;202943;2021-04-15
1354;Maria Rita;Mente ao meu coração;228053;2021-04-15
1355;Madonna;Oh Father - Alternate;299760;2021-04-15
1356;Wilson Simonal;Sá Marina;199453;2021-04-15
1357;Khalil;Eu Não Sei Dizer Adeus;184505;2021-04-15
1358;Khalil;A Revolução Dos Bichos;28059;2021-04-15
1359;Vanessa Da Mata;Boa Sorte / Good Luck (feat. Ben Harper);235591;2021-04-15
1360;Miley Cyrus;The Climb;234520;2021-04-15
1361;Spotify;Hoje é quinta-feira - Caminho Diário;6085;2021-04-15
1362;Resumão Diário;Quinta-feira, 15 de abril;252813;2021-04-15
1363;Os Mutantes;She's My Shoo Shoo (A Minha Menina);116410;2021-04-15
1364;Alicia Keys;Empire State of Mind (Part II) Broken Down;216480;2021-04-15
1365;Depeche Mode;Strangelove;294613;2021-04-15
1366;Rihanna;Rehab;294709;2021-04-15
1367;123 Segundos;Lava Jato no STF + Reinfecção de Eduardo Paes;123689;2021-04-15
1368;Etta James;At Last;179677;2021-04-15
1369;The Cure;Boys Don't Cry;154646;2021-04-15
1370;The Spinners;It's A Shame;190058;2021-04-15
1371;Michael Jackson;Don't Stop 'Til You Get Enough;365466;2021-04-15
1372;exame;"EXAME Flash 15/04 | STF manterá direitos políticos de Lula?; Magalu compra Jovem Nerd, e o plano climático da Nestlé";267807;2021-04-15
1373;Rihanna;Take A Bow;229413;2021-04-15
1374;Marvin Gaye;Mercy Mercy Me (The Ecology);193562;2021-04-15
1375;Erasure;A Little Respect - 2009 - Remaster;213986;2021-04-15
1376;Johnny Hooker;Flutua;312727;2021-04-15
1377;Repórter CBN no Spotify;RCBN 11h;136008;2021-04-15
1378;Ney Matogrosso;Ex-Amor;245761;2021-04-15
1379;Gal Costa;Vaca Profana;25274;2021-04-15
1380;Jessie J;Bang Bang;199367;2021-04-15
1381;Rag'n'Bone Man;Anywhere Away From Here (Rag’n’Bone Man & P!nk);238639;2021-04-15
1382;Rag'n'Bone Man;Fall in Love Again;21217;2021-04-15
1383;Ivete Sangalo;Na Base Do Beijo - Ao Vivo;77272;2021-04-15
1384;Rita Lee;Mutante - Gui Boratto Rework;332033;2021-04-15
1385;Rita Lee;Mania De Você - Dubdogz & Watzgood Remix / Radio Edit;195838;2021-04-15
1386;Rita Lee;Cor De Rosa Choque - Mary Olivetti Remix;371869;2021-04-15
1387;Rita Lee;Caso Sério - DJ Marky Latin Love Song Remix;241913;2021-04-15
1388;Spotify;Hoje é sexta-feira - Caminho Diário;5992;2021-04-16
1389;123 Segundos;STF anula condenações de Lula;123167;2021-04-16
1390;Marvin Gaye;Mercy Mercy Me (The Ecology);193562;2021-04-16
1391;Erasure;A Little Respect - 2009 - Remaster;213986;2021-04-16
1392;Johnny Hooker;Flutua;2544;2021-04-16
1393;Big Brother & The Holding Company;Call On Me;71363;2021-04-16
1394;Johnny Hooker;Flutua;604944;2021-04-16
1395;Michael Jackson;Rock with You - Single Version;220626;2021-04-16
1396;Resumão Diário;Sexta-feira, 16 de abril;288339;2021-04-16
1397;Billy Idol;Eyes Without A Face - Remastered;297426;2021-04-16
1398;Arnaldo Antunes;A Casa é Sua;33376;2021-04-16
1399;Nelly;Dilemma;289160;2021-04-16
1400;Aretha Franklin;Think;139733;2021-04-16
1401;Repórter CBN no Spotify;RCBN 5h30;125022;2021-04-16
1402;Madonna;Like a Virgin;218626;2021-04-16
1403;Caetano Veloso;Não Enche;208933;2021-04-16
1404;Rihanna;Pon de Replay;246960;2021-04-16
1405;Fugees;Ready or Not;226986;2021-04-16
1406;Notícia no Seu Tempo;STF anula condenações da Lava Jato e torna Lula elegível;523964;2021-04-16
1407;Khalil;Quem É Deus?;141550;2021-04-16
1408;Silva;Um Pôr do Sol Na Praia;188408;2021-04-16
1409;Seu Jorge;Amiga Da Minha Mulher;248080;2021-04-16
1410;Molejo;Cilada;223145;2021-04-16
1411;RW esporte – tudo sobre o mundo esportivo;Carioca: Vasco joga bem e volta a bater o Flamengo depois de 17 clássicos;144979;2021-04-16
1412;Khalil;Cabocla;181765;2021-04-16
1413;P!nk;Fingers;221640;2021-04-16
1414;Chico Science;Maracatu Atômico;284167;2021-04-16
1415;Madonna;Bye Bye Baby;236266;2021-04-16
1416;Gilberto Gil;Aquele Abraço;322373;2021-04-16
1417;JAY-Z;Empire State Of Mind;276920;2021-04-16
1418;Destiny's Child;Say My Name;271333;2021-04-16
1419;Lady Gaga;Bad Romance;294569;2021-04-16
1420;Khalil;Eu Não Sei Dizer Adeus;184505;2021-04-16
1421;Khalil;A Revolução Dos Bichos;230761;2021-04-16
1422;Vanessa Da Mata;Boa Sorte / Good Luck (feat. Ben Harper);15394;2021-04-16
1423;Vanessa Da Mata;Boa Sorte / Good Luck (feat. Ben Harper);220196;2021-04-16
1424;Miley Cyrus;The Climb;234520;2021-04-16
1425;Spotify;Hoje é sexta-feira - Caminho Diário;5992;2021-04-16
1426;123 Segundos;STF anula condenações de Lula;123167;2021-04-16
1427;Marvin Gaye;Mercy Mercy Me (The Ecology);193562;2021-04-16
1428;Erasure;A Little Respect - 2009 - Remaster;213986;2021-04-16
1429;Johnny Hooker;Flutua;312727;2021-04-16
1430;Michael Jackson;Rock with You - Single Version;220626;2021-04-16
1431;Resumão Diário;Sexta-feira, 16 de abril;44807;2021-04-16
1432;Beirut;Elephant Gun;0;2021-04-16
1433;Beirut;Elephant Gun;252478;2021-04-16
1434;Lady Gaga;You And I;0;2021-04-16
1435;Beirut;Elephant Gun;348893;2021-04-16
1436;Lady Gaga;You And I;307340;2021-04-16
1437;Katy Perry;Roar;223546;2021-04-16
1438;Furacão 2000;Ela Só Pensa em Beijar;215666;2021-04-16
1439;Vanessa Da Mata;Boa Sorte / Good Luck (feat. Ben Harper);235591;2021-04-16
1440;Alicia Keys;No One;253795;2021-04-16
1441;Tiago Iorc;Dia Especial;237866;2021-04-16
1442;Lady Gaga;Poker Face;237200;2021-04-16
1443;Marisa Monte;Vilarejo;209538;2021-04-16
1444;Leona Lewis;Better in Time;99000;2021-04-16
1445;Ms. Lauryn Hill;I Used to Love Him (feat. Mary J. Blige);339866;2021-04-16
1446;Billie Eilish;idontwannabeyouanymore;203569;2021-04-16
1447;P!nk;There You Go;202800;2021-04-16
1448;Rihanna;Umbrella;275986;2021-04-16
1449;Rihanna;Don't Stop The Music;267080;2021-04-16
1450;Rihanna;Good Girl Gone Bad;213213;2021-04-16
1451;P!nk;Dear Mr. President (feat. Indigo Girls);273626;2021-04-16
1452;P!nk;So What;215160;2021-04-16
1453;P!nk;Misery (with Steven Tyler);271666;2021-04-16
1454;P!nk;M!ssundaztood;216533;2021-04-16
1455;P!nk;Sober;251533;2021-04-16
1456;P!nk;Is It Love;216573;2021-04-16
1457;P!nk;Trouble;193600;2021-04-16
1458;P!nk;Walk Away;166760;2021-04-16
1459;P!nk;Fingers;221640;2021-04-16
1460;P!nk;Respect (feat. Scratch);202306;2021-04-16
1461;Michael Jackson;The Girl Is Mine 2008 with will.i.am (with will.i.am) - Thriller 25th Anniversary Remix;190253;2021-04-16
1462;Michael Jackson;Off the Wall;246000;2021-04-16
1463;Michael Jackson;Don't Stop 'Til You Get Enough;365466;2021-04-16
1464;Michael Jackson;Rock with You - Single Version;220626;2021-04-16
1465;Maria Rita;Novo amor;175693;2021-04-16
1466;Maria Rita;Samba meu;129933;2021-04-16
1467;Maria Rita;Casa de Noca;190653;2021-04-16
1468;Maria Rita;Corpitcho;185920;2021-04-16
1469;Maria Rita;Num corpo só;238000;2021-04-16
1470;Madonna;Live to Tell;318773;2021-04-16
1471;Madonna;Vogue;317080;2021-04-16
1472;Maria Rita;Mente ao meu coração;228053;2021-04-16
1473;Maria Rita;Tá perdoado;227520;2021-04-16
1474;Madonna;Justify My Love;302840;2021-04-16
1475;Madonna;Borderline - Remix;317933;2021-04-16
1476;Madonna;Open Your Heart;231133;2021-04-16
1477;Madonna;Into the Groove - Edit;249800;2021-04-16
1478;Madonna;Holiday;245773;2021-04-16
1479;Madonna;Cherish;232626;2021-04-16
1480;Madonna;Take a Bow;321360;2021-04-16
1481;Madonna;Oh Father - Alternate;299760;2021-04-16
1482;Madonna;Crazy for You;224520;2021-04-16
1483;Madonna;Bedtime Story;292906;2021-04-16
1484;Leona Lewis;Better in Time;6346;2021-04-17
1485;Arlindo Cruz;Meu Lugar;4329;2021-04-17
1486;P!nk;So What;1324;2021-04-17
1487;Ney Matogrosso;Ex-Amor;1376;2021-04-17
1488;Nando Reis;Muito Estranho (Cuida Bem De Mim) - Ao Vivo Em São Paulo / 2010;211160;2021-04-17
1489;Miley Cyrus;Party In The U.S.A.;202061;2021-04-17
1490;Seu Jorge;Seu Olhar;386985;2021-04-17
1491;Katy Perry;I Kissed A Girl;179630;2021-04-17
1492;Ariana Grande;The Way;77366;2021-04-17
1493;Katy Perry;I Kissed A Girl;179630;2021-04-17
1494;Ariana Grande;The Way;227026;2021-04-17
1495;Alicia Keys;Girl on Fire;224909;2021-04-17
1496;Gwen Stefani;The Sweet Escape;417609;2021-04-17
1497;Bruno Mars;Grenade;102671;2021-04-17
1498;Madonna;Like a Prayer;105;2021-04-17
1499;Miley Cyrus;Wrecking Ball;154157;2021-04-17
1500;Shakira;Estoy Aquí;232466;2021-04-17
1501;Beyoncé;Halo;82241;2021-04-17
1502;Beyoncé;Halo;300663;2021-04-17
1503;Beyoncé;Halo;68761;2021-04-17
1504;The Cardigans;Lovefool;193934;2021-04-17
1505;Spice Girls;2 Become 1;241024;2021-04-17
1506;No Doubt;Don't Speak;262990;2021-04-17
1507;Cyndi Lauper;Girls Just Want to Have Fun;238266;2021-04-17
1508;Natalie Imbruglia;Torn;244813;2021-04-17
1509;Alicia Keys;Fallin';210188;2021-04-17
1510;Tribalistas;Já Sei Namorar - 2004 Digital Remaster;196933;2021-04-17
1511;Cher;Believe;239026;2021-04-17
1512;Defalla;Popozuda Rock 'N' Roll;161360;2021-04-17
1513;Christina Aguilera;"Lady Marmalade - From ""Moulin Rouge"" Soundtrack";264846;2021-04-17
1514;Kylie Minogue;Can't Get You out of My Head;230622;2021-04-17
1515;Spice Girls;Stop;204753;2021-04-17
1516;Beyoncé;Love On Top;267402;2021-04-17
1517;Rouge;Ragatanga (Asereje) - Versão Editada;211442;2021-04-17
1518;Sandy e Junior;A Lenda;271333;2021-04-17
1519;Whitney Houston;It's Not Right but It's Okay - Thunderpuss Mix/Remastered: 2000;256628;2021-04-17
1520;All Saints;Pure Shores;268746;2021-04-17
1521;Michael Jackson;Billie Jean;293826;2021-04-17
1522;Beyoncé;Crazy In Love (feat. Jay-Z);235916;2021-04-17
1523;Sandy e Junior;Quando Você Passa (Turu Turu) - Ao Vivo;222820;2021-04-17
1524;Kelly Key;Baba;224893;2021-04-17
1525;Pharrell Williams;"Happy - From ""Despicable Me 2""";232711;2021-04-17
1526;Britney Spears;...Baby One More Time;211066;2021-04-17
1527;The Jackson 5;I Want You Back;60083;2021-04-17
1528;The Jackson 5;I Want You Back;174551;2021-04-17
1529;Maroon 5;This Love;206194;2021-04-17
1530;Beyoncé;Single Ladies (Put a Ring on It);193213;2021-04-17
1531;Adele;Rolling in the Deep;228093;2021-04-17
1532;Spice Girls;Wannabe;173026;2021-04-17
1533;Ricky Martin;Livin' la Vida Loca;243160;2021-04-17
1534;The Calling;Wherever You Will Go;208600;2021-04-17
1535;Cher;Gimme! Gimme! Gimme! (A Man After Midnight);251287;2021-04-17
1536;Adele;Rolling in the Deep;228093;2021-04-17
1537;KLB;A Dor Desse Amor;193158;2021-04-17
1538;KLB;A Dor Desse Amor;15859;2021-04-17
1539;Fergie;Big Girls Don't Cry (Personal);268099;2021-04-17
1540;The Pussycat Dolls;Don't Cha;272080;2021-04-17
1541;Daft Punk;Get Lucky (feat. Pharrell Williams & Nile Rodgers);369616;2021-04-17
1542;Destiny's Child;Say My Name;271333;2021-04-17
1543;Lady Gaga;Bad Romance;294569;2021-04-17
1544;Katy Perry;Firework;227882;2021-04-17
1545;Black Eyed Peas;I Gotta Feeling;289133;2021-04-17
1546;Outkast;Hey Ya!;235213;2021-04-17
1547;P!nk;Just Give Me a Reason (feat. Nate Ruess);242733;2021-04-17
1548;Sia;Chandelier;216120;2021-04-17
1549;The Pussycat Dolls;Don't Cha;86017;2021-04-17
1550;The Pussycat Dolls;Don't Cha;185188;2021-04-18
1551;Rihanna;We Found Love;215226;2021-04-18
1552;Michael Jackson;Smooth Criminal - 2012 Remaster;26098;2021-04-18
1553;Britney Spears;Toxic;198800;2021-04-18
1554;Pato Fu;Antes Que Seja Tarde (Acústico);160683;2021-04-18
1555;Pato Fu;Antes Que Seja Tarde (Acústico);160683;2021-04-18
1556;Spotify;Hoje é segunda-feira - Caminho Diário;8639;2021-04-19
1557;123 Segundos;Mais vacinas + Corte no Fies ;122998;2021-04-19
1558;Erasure;A Little Respect - 2009 - Remaster;213986;2021-04-19
1559;The Spinners;It's A Shame;190058;2021-04-19
1560;Jorge Ben Jor;Os Alquimistas Estão Chegando Os Alquimistas;118066;2021-04-19
1561;Pharrell Williams;"Happy - From ""Despicable Me 2""";232711;2021-04-19
1562;Resumão Diário;Segunda-feira, 19 de abril;269426;2021-04-19
1563;Nelly;Dilemma;289160;2021-04-19
1564;Aretha Franklin;Think;24224;2021-04-19
1565;Billy Idol;Eyes Without A Face - Remastered;297426;2021-04-19
1566;Destiny's Child;Say My Name;271333;2021-04-19
1567;Repórter CBN no Spotify;RCBN 5h30;130403;2021-04-19
1568;Miley Cyrus;The Climb;234520;2021-04-19
1569;Etta James;At Last;179677;2021-04-19
1570;Os Mutantes;She's My Shoo Shoo (A Minha Menina);173129;2021-04-19
1571;Arnaldo Antunes;A Casa é Sua;37966;2021-04-19
1572;Notícia no Seu Tempo;Covid reduz em mais de 3 anos expectativa de vida em Estados;537286;2021-04-19
1573;Wilson Simonal;Sá Marina;199453;2021-04-19
1574;Khalil;Eu Não Sei Dizer Adeus;184505;2021-04-19
1575;Khalil;A Revolução Dos Bichos;230761;2021-04-19
1576;RW esporte – tudo sobre o mundo esportivo;Giro Estaduais: Vasco empata e está eliminado do Campeonato Carioca;1153;2021-04-19
1577;P!nk;Sober;251519;2021-04-19
1578;Madonna;Live to Tell;176086;2021-04-19
1579;Sandra De Sá;Olhos Coloridos;409933;2021-04-19
1580;Zeca Baleiro;Price Tag - Studio Version;217902;2021-04-19
1581;Kid Abelha;Os outros - Remix;82174;2021-04-19
1582;Milton Nascimento;Quem Sabe Isso Quer Dizer Amor;239933;2021-04-19
1583;Elvis Costello;She;187720;2021-04-19
1584;Love Unlimited;I'm So Glad That I'm a Woman;241000;2021-04-19
1585;Roy Orbison;Oh, Pretty Woman;178933;2021-04-19
1586;Joe Cocker;You Can Leave Your Hat On;255293;2021-04-19
1587;Skank;Te Ver;276373;2021-04-19
1588;The Brand New Heavies;You've Got A Friend - Radio Version;206200;2021-04-19
1589;Johnny Nash;I Can See Clearly Now - Studio Rio Version;191920;2021-04-19
1590;Dusty Springfield;Son Of A Preacher Man;148053;2021-04-19
1591;Dori Caymmi;Alegre Menina;198200;2021-04-19
1592;George Michael;As;261583;2021-04-19
1593;Natalie Cole;I Say A Little Prayer For You;209760;2021-04-19
1594;Jools Holland;Ac-Cent-Tchu-Ate the Positive;222586;2021-04-19
1595;Minnie Riperton;Lovin' You;223143;2021-04-19
1596;C & C Music Factory;Take A Toke;326226;2021-04-19
1597;Baby Do Brasil;Curumim chama cunhatã que eu vou contar (Todo dia era dia de índio);302373;2021-04-19
1598;Mark Ronson;Valerie (feat. Amy Winehouse) - Version Revisited;219413;2021-04-19
1599;Diogo Nogueira;Clareou;230452;2021-04-19
1600;Ira!;Sentado À Beira do Caminho;333706;2021-04-19
1601;Edie Brickell;Good Times;40146;2021-04-19
1602;Shania Twain;Man! I Feel Like A Woman! - Live;6250;2021-04-19
1603;Shania Twain;Man! I Feel Like A Woman! - Live;2800;2021-04-19
1604;Shania Twain;Man! I Feel Like A Woman! - Live;1580;2021-04-19
1605;Shania Twain;Man! I Feel Like A Woman! - Live;256933;2021-04-19
1606;O Rappa;Vapor barato;263173;2021-04-19
1607;Sixpence None The Richer;Kiss Me;208680;2021-04-19
1608;Linda Lewis;This Time I'll Be Sweeter;231317;2021-04-19
1609;Lisa Stansfield;Baby Come Back;214321;2021-04-19
1610;Donavon Frankenreiter;The Way It Is;228671;2021-04-19
1611;Sonny & Cher;I Got You Babe;190033;2021-04-19
1612;Maria Bethânia;As Canções Que Você Fez Pra Mim;7659;2021-04-19
1613;Maria Bethânia;As Canções Que Você Fez Pra Mim;17071;2021-04-19
1614;Maria Bethânia;As Canções Que Você Fez Pra Mim;160732;2021-04-19
1615;Maria Bethânia;Olha;220826;2021-04-19
1616;Maria Bethânia;Fera Ferida;209066;2021-04-19
1617;Maria Bethânia;Palavras;275866;2021-04-19
1618;Maria Bethânia;Costumes;169760;2021-04-19
1619;Maria Bethânia;Detalhes;306040;2021-04-19
1620;Maria Bethânia;Você Não Sabe;190733;2021-04-19
1621;Maria Bethânia;Eu Preciso De Você;250826;2021-04-19
1622;Maria Bethânia;Seu Corpo;243000;2021-04-19
1623;Maria Bethânia;Você;178440;2021-04-19
1624;Maria Bethânia;Emoções;257666;2021-04-20
1625;Maria Bethânia;Brincar De Viver;288626;2021-04-20
1626;Marisa Monte;Vilarejo;209546;2021-04-20
1627;Milton Nascimento;Quem Sabe Isso Quer Dizer Amor;239933;2021-04-20
1628;Arnaldo Antunes;Grão de Amor;185213;2021-04-20
1629;Secos & Molhados;Rosa de Hiroshima;121893;2021-04-20
1630;Maria Bethânia;Luz Negra;202112;2021-04-20
1631;Gwen Stefani;Cool;9990;2021-04-20
1632;João Bosco;Papel Machê;87103;2021-04-20
1633;Gwen Stefani;Cool;19910;2021-04-20
1634;Gwen Stefani;Cool;0;2021-04-20
1635;Gwen Stefani;Cool;1510;2021-04-20
1636;Gwen Stefani;Cool;95470;2021-04-20
1637;Gwen Stefani;Cool;3970;2021-04-20
1638;Gwen Stefani;Cool;28830;2021-04-20
1639;The Chemical Brothers;Galvanize;393813;2021-04-20
1640;Usher;Caught Up;224640;2021-04-20
1641;Rihanna;Pon de Replay;246960;2021-04-20
1642;Death Cab for Cutie;I Will Follow You into the Dark;189400;2021-04-20
1643;Westlife;You Raise Me Up;241066;2021-04-20
1644;3 Doors Down;Let Me Go;243053;2021-04-20
1645;Usher;My Boo;223440;2021-04-20
1646;Baby Bash;Baby, I'm Back;219920;2021-04-20
1647;Toby Keith;As Good As I Once Was;227840;2021-04-20
1648;Ciara;1, 2 Step (feat. Missy Elliott) - Main;202213;2021-04-20
1649;Ryan Cabrera;True;204173;2021-04-20
1650;Nelly;Over And Over;253933;2021-04-20
1651;Snoop Dogg;Drop It Like It's Hot;266066;2021-04-20
1652;Will Smith;Switch;197666;2021-04-20
1653;Kanye West;Diamonds From Sierra Leone - Remix;233400;2021-04-20
1654;Ciara;Oh (feat. Ludacris);256346;2021-04-20
1655;Fat Joe;Get It Poppin' (feat. Nelly) - Radio Version;211320;2021-04-20
1656;Gorillaz;Feel Good Inc.;222640;2021-04-20
1657;2Pac;Ghetto Gospel;238053;2021-04-20
1658;Weezer;Beverly Hills;196093;2021-04-20
1659;Kelly Clarkson;Behind These Hazel Eyes;198973;2021-04-20
1660;Jesse McCartney;Beautiful Soul;214226;2021-04-20
1661;Bow Wow;Like You (feat. Ciara);205840;2021-04-20
1662;The Click Five;Just the Girl;181120;2021-04-20
1663;KT Tunstall;Suddenly I See;14420;2021-04-20
1664;KT Tunstall;Suddenly I See;201706;2021-04-20
